"","HC_148","HC_025","HC_061","HC_128","HC_064","HC_066","HC_069","HC_105","HC_108","HC_109","HC_110","HC_111","HC_063","HC_130","HC_131","HC_132","HC_020","HC_178","HC_176","HC_027"
"PYCARD",2.5151450381461,1.57568719506286,3.15095554875395,2.10524730750466,3.7173391715247,2.47983840765628,3.36198537384051,1.93296335367067,2.25836710687635,3.32015845271762,3.76326621165838,2.11521103833802,3.67444049731115,1.79834547473435,2.53735939158422,3.31747050784668,1.47859610439061,2.09853909956568,1.67627743351276,4.08780104521501
"NETO2",22.6132306181943,17.4840675298322,18.3328322836593,16.1640174627053,30.106039377289,24.1910767114225,31.558083702514,38.32924893986,47.1391999845757,17.8919649952005,12.039511825579,42.1383218617927,23.8292923340475,18.635602007412,43.3071340224629,34.6579971805329,15.8778473979177,23.1652688200118,11.2080510750559,8.83044400544019
"DHODH",17.2137449399724,18.5749278956449,11.2670531743323,12.7206892394138,8.28687467486139,15.5875557052681,11.6276400222329,10.2462772893763,8.30876853500029,11.9223871711224,12.9215273439364,9.29033867819052,11.6054110756659,14.7029564088171,6.96698680401092,9.28253767099407,7.14275656582543,8.88218874699891,18.9649427281737,17.2838578173897
"VAT1L",12.1603801385596,19.1203580785513,49.2217450115958,144.477056747227,37.2909360368762,88.3463519788841,69.6358185996027,68.5494808838332,34.9035692413501,61.6912270078189,26.9602743444589,19.119848797526,81.5471126210192,28.892099824853,46.9411487443081,40.2562286625241,17.424686399434,28.924050535099,113.132292669626,13.5532432712711
"FOXF1",4.10730107146794,8.66627957284575,4.4161119433294,4.83493237570986,5.84783000105467,4.67289278177409,2.39611112279241,1.58723007090031,2.35948802210962,1.91160638186772,11.3632999281716,2.15668576457994,2.78311582222082,9.97982928286646,1.46220710701464,2.04152031252103,12.3974596445059,5.10807191677227,11.6682056646476,5.09982945932164
"RNFT1",3.55350766857339,3.15137439012573,2.4825710384122,4.19265353613216,3.10023148297119,1.9906185857377,2.02462102623545,3.09588439571645,2.12353921989865,1.79422704263023,2.55784500323656,3.26267846436453,1.89179114713049,2.66787515482569,1.8277588837683,2.23291284181988,1.06913872163629,2.74924889788061,2.43224568784204,1.64702663472255
"SLC25A19",4.91491645068916,5.2118884144387,5.32320520736462,3.22923527676562,3.51163660867353,2.20992402314948,6.0181395642228,2.87587230668076,3.25272277333683,2.4481976469534,5.39499492061963,2.88940592818723,4.58395547189311,4.11050394224995,2.64487462004118,2.21696346437831,4.91348859305189,2.73298115292274,3.12247757222964,4.04811365642651
"CYGB",5.14566370189523,9.21170975575212,25.9715124018507,7.04722615647747,6.80287761429224,13.7656336098471,6.76111975733672,9.60195617148603,8.59527779482789,4.62809966136396,6.93852207774514,6.84332982991713,10.2229483143013,7.50957450987972,6.85947157555396,8.27772689217513,5.25470307868049,6.36068827852852,6.73797791902186,10.735438667288
"SYNGR2",33.3891272495175,34.9681350596643,36.1166344338237,62.6221868588251,47.8993110639151,37.1300975187176,77.2142165693648,28.5072806793382,41.3078938727905,70.9977317616486,66.2246651700039,24.0000415853255,55.7532679418746,31.9552157433566,39.8236406204575,41.819267651798,57.8699767626111,37.3019391884038,41.3153085083438,73.6597935914472
"MRPL12",2.63051866374913,2.1817207316255,2.81676329358307,3.56821577543163,1.95417434708611,2.3280115663712,3.77062448005317,2.05868454740535,2.22466013513192,3.23631606754799,1.2495219843397,2.14286085583263,3.4197763044282,3.32002241489419,2.19331066052196,2.69544478762543,2.75246351740407,2.3262875289759,3.05674120228797,1.98436943942476
"PRELID3A",8.32997576853891,9.90864832279916,6.87481210637225,5.9232381872165,4.14343733743069,4.82471962305916,6.87256678630381,5.06027804782079,4.34819935503058,3.77290733263366,6.86502078454869,5.29494005021871,6.51212721800688,7.76648100627034,4.19309390982139,5.21544642339358,5.18646018155477,5.41715907097186,7.13239613867192,9.36622375408487
"SEC11C",32.5584371451756,24.6352632612713,53.8049530825106,55.6284839389791,101.308512204201,67.039985251878,58.1753491208204,60.8176274691505,74.2901657247085,98.6321819135609,94.2139576192131,68.8895202878324,74.1618510274136,46.4605517703348,76.7443700725771,66.6046001959987,49.3623622542713,60.2394595790054,26.7547025662624,87.1733494739298
"TPGS1",11.0066438825293,18.0597993895667,12.9141435748173,10.4191900642604,10.1088116601146,10.5097913467338,13.9123041160583,5.516017375109,6.8593687499901,7.14337121645307,6.32111121489494,6.02766021382599,9.60447813158557,11.9165090248881,11.5041294448946,9.61747459726706,9.91796771560473,9.6793082499347,10.4849510056974,16.3710478752543
"CFD",1.82290328452791,2.42413414625056,2.31547491082676,2.26581701739908,1.67500658321666,3.2895815611767,1.70885444416203,0.817187759275407,1.88759041768769,1.67684770339274,1.85223258855061,0.718895254859981,2.49207103035459,2.45049273480285,1.5482192897802,1.43544396974135,1.27386741301345,1.98466488486056,1.31472739883353,2.55983657685794
"ATP8B3",1.06143735554789,0.484826829250112,0.811609762557835,0.642278839577693,0.440791206109648,1.1640057831856,0.575809649663293,0.675751416323894,0.252802288083173,0.486285833983894,2.19033853725429,0.552996349892293,1.00046647204016,0.731195412804078,0.279539593988092,0.159493774415706,0.568690809381005,0.634442053357065,2.10356383813365,0.992184719712381
"CAPS",18.9443493240179,15.5750618896598,11.8160833078273,27.1541220510347,22.950528798109,5.82002891592801,5.57235144835444,15.5894280231001,29.2070910165426,9.4909580012029,29.797424261842,8.79264196328746,66.9039215302495,9.56482648100469,3.69852385891938,8.86785385751324,54.3440937444489,10.8993891217752,34.2486487396136,59.0746782116751
