"","EST","moduleColor","GS.Control","p.GS.Control","MM.darkseagreen4","p.MM.darkseagreen4","MM.purple","p.MM.purple","MM.cyan","p.MM.cyan","MM.maroon","p.MM.maroon","MM.orangered4","p.MM.orangered4","MM.lightyellow","p.MM.lightyellow","MM.midnightblue","p.MM.midnightblue","MM.brown4","p.MM.brown4","MM.bisque4","p.MM.bisque4","MM.yellow4","p.MM.yellow4","MM.white","p.MM.white","MM.lightpink4","p.MM.lightpink4","MM.plum1","p.MM.plum1","MM.navajowhite2","p.MM.navajowhite2","MM.royalblue","p.MM.royalblue","MM.thistle1","p.MM.thistle1","MM.greenyellow","p.MM.greenyellow","MM.darkmagenta","p.MM.darkmagenta","MM.grey","p.MM.grey","MM.honeydew1","p.MM.honeydew1","MM.coral1","p.MM.coral1","MM.darkgreen","p.MM.darkgreen"
"EVI5L","EVI5L","darkseagreen4",-0.66690985101393,0.00131952220323213,0.819296584052873,9.92103523581484e-06,0.146671874114045,0.537199779985816,-0.126004821704114,0.596566613709075,0.346717994536368,0.134227039272442,-0.521932999916155,0.018251229745153,-0.580500753918241,0.00728388429166572,-0.0366179660080797,0.878187891946715,0.565073282201125,0.00942655406226194,-0.284791382241688,0.223597491947527,-0.00215066771518685,0.992820147924613,0.241585123158374,0.304827250184468,-0.0810518124723056,0.734086417636726,-0.500990767083787,0.0244401661860749,0.158048647419374,0.505726811894547,-0.446650823578226,0.0483535317948217,-0.126088518267686,0.596320796536053,-0.219300356154233,0.352904739870732,-0.113886089360874,0.632593116053962,0.17232271622778,0.467537773504321,-0.221206682046315,0.348629383654334,0.331246203035455,0.153683152060602,-0.26619304539128,0.256619601865517
"ARMC5","ARMC5","darkseagreen4",-0.658008566816337,0.00161195417275089,0.758076326431613,0.000107670096321304,0.186947828993345,0.429984268747935,-0.176919014643626,0.455560394284253,0.373125199291338,0.105153532993533,-0.352456744521109,0.127474067662447,-0.309337996459649,0.184457298297708,-0.219505482615075,0.352443249709925,0.251197169571127,0.285384241693692,-0.291795381854975,0.211917997110509,0.100336343003225,0.67383539108338,0.0523859384360474,0.826383599175137,-0.184219303742976,0.436866099561803,-0.260440540114851,0.267427701018906,0.02406718076856,0.919776382895582,-0.187171167314554,0.429423529743321,-0.109408147137306,0.64611511442884,-0.0286053125773442,0.904710031495957,-0.106529059950394,0.654866182893605,0.0172681128915568,0.942396727201026,-0.160137208648713,0.500047130001972,0.0820041919703827,0.731072115064764,-0.0814605413647858,0.732792319828066
"DDRGK1","DDRGK1","darkseagreen4",-0.653005385701817,0.00179893912428956,0.818063688046561,1.0496639875665e-05,0.168838469818924,0.476722334404207,-0.114947826166371,0.62940319326541,0.288947646019475,0.216617094453053,-0.793255161675174,3.00962431076909e-05,-0.446566696203086,0.0484009070813238,0.0680500208485445,0.775595353764621,0.646417341362258,0.00207257735075451,-0.283144710984192,0.22640323302958,0.46356733862423,0.0395272671537538,0.170831176967282,0.471458493177987,-0.604473489198702,0.00475641864541027,-0.458257524526678,0.042151024352827,-0.138495321125561,0.560359961335828,-0.504538111656355,0.0232891170892477,-0.36843795430191,0.109946801799302,-0.24032108842098,0.307442410412636,0.0989195223519709,0.678202601558258,-0.0700671987527443,0.769113764932775,-0.507970000922244,0.0222168264812973,0.220933432043885,0.349240353182348,-0.163544428895933,0.490848340304696
"MCRIP1","MCRIP1","darkseagreen4",-0.643546956012363,0.00220224016281907,0.8357714404979,4.47338407483121e-06,0.205176956766859,0.385513072631107,-0.181522892698481,0.443723451674721,0.412583927992848,0.0706307530706369,-0.465487972224177,0.0386100483958169,-0.391267669673431,0.0880233900782453,-0.152690458232481,0.520438456448651,0.419446160387788,0.0656211768030944,-0.282154445386742,0.228101532762267,0.0881366760219053,0.711755151834314,0.0471731977913812,0.843443868591758,-0.281554491774102,0.229134471838818,-0.300767075274438,0.197555902792553,0.0736936670491652,0.757498475188878,-0.439451789705938,0.0525380225593081,-0.314256108586187,0.177212682917696,-0.0810602976139201,0.734059545357381,-0.176173559050764,0.457492161992564,-0.0628550472144202,0.792352778509255,-0.315420522757214,0.175526212946112,0.283450879254895,0.225879828791924,-0.121946975441394,0.608534674079931
"DAPK3","DAPK3","darkseagreen4",-0.643166753173219,0.00221991232238301,0.762511765326705,9.27819092769105e-05,0.0177680036826048,0.940731949616363,-0.000272952791811205,0.999088755348883,0.482509098963642,0.0311843307220009,-0.532703046689679,0.015596883622676,-0.356911362881528,0.122401264229961,-0.146393253888247,0.537981672323187,0.264302103125095,0.260141349311934,-0.411057315197392,0.0717831244610604,0.17498093612662,0.460591433207105,0.162883656146695,0.492625767172692,-0.260415493032904,0.267475376234418,-0.273411950566904,0.243454244647444,-0.266756209457827,0.255576622888895,-0.174505237544236,0.461830617527143,-0.170079377081466,0.473440963647692,0.144283518605674,0.543919105082485,0.0176973759101163,0.940967145853105,-0.142838759300077,0.548002192076253,-0.134649476007013,0.571403808504803,-0.0801193100797497,0.737041442245418,-0.173198189792269,0.465244186338488
"UBQLN4","UBQLN4","darkseagreen4",-0.637782180432595,0.00248319169797855,0.864556647235541,8.81867225329859e-07,0.126567106710672,0.594915990890704,-0.0431514384650439,0.856652730580903,0.575070629935414,0.00798708945671207,-0.614455636055334,0.00394388726984055,-0.164082914499338,0.489402189048355,-0.203431569948382,0.389655977009556,0.611519367424372,0.00416994583303343,-0.510151646717643,0.0215558066313045,0.235629850711999,0.317266262828928,0.135946700277384,0.567668101196687,-0.585950331359416,0.0066299374715358,-0.238941589607893,0.310311887956506,-0.30690611751966,0.188112508938306,-0.598329955656315,0.00532183727345211,-0.498281552956912,0.0253491911134382,0.0857853946939976,0.719142303144313,-0.199304215978091,0.39955060455904,-0.350363682060843,0.129908454282687,-0.372439036275575,0.105845579695635,-0.0347449853124205,0.88437736368303,-0.268733222597625,0.251936535760842
"VSTM2B","VSTM2B","darkseagreen4",-0.626321163933348,0.00313102428138678,0.728293466498007,0.000271533167824587,0.131586014542406,0.580267999854044,-0.111577471643226,0.639550750793077,0.321583979783013,0.166781583214722,-0.551393734479495,0.0117313986852351,-0.444194892277001,0.0497512647087616,-0.0890036676754027,0.709037463820396,0.507444234991068,0.022378509618746,-0.347574491584661,0.133203466215533,0.156846278125,0.509010571544865,0.220883916271716,0.349351133722964,-0.182331330879887,0.441661607639608,-0.515270878602106,0.0200659902405018,-0.0588225777696067,0.805421419851619,-0.165019954785745,0.486890691377254,0.00880526585929211,0.970609956817789,-0.17094485923613,0.471159081528645,-0.017741566189318,0.940819988070814,0.115475712422451,0.627819535715631,-0.176343265678644,0.457052016543357,0.0200775842879347,0.933043569770932,-0.185533934927786,0.433543155362725
"ADAM19","ADAM19","darkseagreen4",-0.626248294315495,0.00313555318916996,0.763930146942227,8.84110532750997e-05,0.227376781525467,0.334999146840245,-0.199119599505108,0.399996390423709,0.299001284132932,0.200329757110345,-0.589290966990026,0.0062534440894373,-0.586588246572015,0.00655664336770195,-0.0257498053915728,0.914186822019733,0.635770304255556,0.00258801892892893,-0.283654232483925,0.225532626517224,0.182299407310614,0.441742930442686,0.497942577903575,0.0254647820791453,-0.155284863541034,0.51329008776186,-0.542063676412548,0.0135502172085128,0.00449971907668021,0.984978631850687,-0.334133389357686,0.149911956362792,0.0296725483324419,0.901171228969635,-0.283786005249093,0.22530782563953,0.0451744289876412,0.850003714958912,0.266164080926755,0.256673316898833,-0.202495311967759,0.391888460910087,0.196489622488631,0.406376494014548,-0.151743578609453,0.523059015613182
"NCAPH2","NCAPH2","darkseagreen4",-0.612969287602784,0.00405701540599878,0.813156862289868,1.30847402697079e-05,0.124124625272339,0.602099827253684,-0.084360710527412,0.72363005444107,0.28122646105457,0.229700525683435,-0.582019059603155,0.00709660257250085,-0.473216737556369,0.0350848727364367,0.0257298082146595,0.914253228975522,0.811821886930234,1.3878102216856e-05,-0.322895577902732,0.164960041910437,0.0861592154409044,0.71796622618776,0.175786014789307,0.458498098568786,-0.107072854508615,0.653209938112987,-0.675851681813118,0.001072029201031,-0.0237085426843707,0.920968230613524,-0.546015669403179,0.0127539126978103,-0.199471073562138,0.399147935412045,-0.337001133335289,0.146230460626754,-0.0360454822033492,0.880079022410463,0.155738821932028,0.51204411869171,-0.348004049523373,0.132692197976966,0.178293612553451,0.452009301227015,-0.375059145800625,0.103220658779685
"MYADML2","MYADML2","darkseagreen4",-0.606584495595583,0.00457397972391493,0.866528187485063,7.78671980477884e-07,0.00600002859404958,0.979971004626809,0.03443271570528,0.885409930248784,0.364810640272824,0.113762922964154,-0.697629561771626,0.000627233188118901,-0.500470091943441,0.024612836251979,0.0426433583919496,0.858324130101861,0.624719548408029,0.00323182893628755,-0.343618766277061,0.137977237797504,0.19873581370287,0.40092397620996,0.272593588715338,0.244924489879214,-0.330686527543469,0.154421743314417,-0.581271592209349,0.00718830294880883,-0.182408693384993,0.441464565187089,-0.375037986793342,0.103241665452746,-0.27230414854509,0.245445849303374,-0.164204779906856,0.489075199774658,-0.0023512327724937,0.992150594564085,-0.0143164547626497,0.952231050437481,-0.308284969434482,0.186034096487056,0.159685151588763,0.501273835387489,-0.249270028010588,0.289219531680408
"SURF6","SURF6","darkseagreen4",-0.589073669857555,0.00627738741559038,0.857665616772078,1.34257863434745e-06,0.0550839854339024,0.81758226535609,-0.0165336803835983,0.944843010305896,0.163143415345072,0.491926659461987,-0.555145511591754,0.0110581839147324,-0.4052653083751,0.0762834469871604,0.0245519125254107,0.918165755240957,0.585945317259342,0.00663051622321944,-0.246050229562791,0.295697800307708,0.207746630119871,0.379458604127881,0.0761039161344045,0.749806064020954,-0.384257364901183,0.094379475468598,-0.527398784674922,0.016862425942412,0.0607397645109744,0.7992016819034,-0.437710636392888,0.0535903664767127,-0.305571595545057,0.190138950511577,-0.308844824207345,0.185194643282643,-0.141503551467687,0.551787931370103,0.0699790277141877,0.769396771166692,-0.480459141195079,0.0320141242770425,0.349274574787252,0.131188120490419,-0.234229914340353,0.320233853779133
"MAP2K2","MAP2K2","darkseagreen4",-0.580107276744076,0.00733307364994337,0.745633329225913,0.000160865654683207,-0.0339672176555996,0.886949499489039,0.052867478741809,0.824811267027253,0.522165341057202,0.0181903925803822,-0.572283133624754,0.00836904876923605,-0.462377461671645,0.0401039180552957,-0.166899064647533,0.481873462586504,0.222151529149595,0.346521553158164,-0.471991833146748,0.0356261660732229,0.141378831613794,0.552142150361412,0.198572563574032,0.401318898908018,-0.220489227201244,0.350234891478552,-0.244912439741074,0.298008094206782,-0.214267219264679,0.364337328130602,-0.116856252848255,0.623685329116678,-0.0561431303647578,0.814132891696223,0.169218401294899,0.475716462473607,-0.1225962559522,0.606613154640691,-0.104649982825719,0.660601238228396,0.0248704308063427,0.917107575028835,-0.048472755834334,0.839184083751058,-0.224103297867404,0.342190958306929
"APOL2","APOL2","darkseagreen4",-0.574349153447131,0.00808455649002743,0.788062471271875,3.68624512167262e-05,0.133271270819918,0.57538438651873,-0.0622120382350475,0.794433201067745,0.293361782078318,0.209362168107226,-0.701122899354988,0.000573110829092956,-0.365616546900659,0.112906953461678,0.0649610858690956,0.785548321152371,0.650545693323889,0.00189732646301391,-0.297274483663688,0.203067363764019,0.502554013037978,0.0239275012532809,0.391617891773206,0.0877143425212851,-0.493262101246689,0.0271037903022655,-0.455037024571757,0.0438066839032299,-0.226057266137004,0.337887329133939,-0.411202643930072,0.0716728205923709,-0.264411578507838,0.259936629950814,-0.207584860591379,0.379838168721843,0.149377093001476,0.529635378363052,-0.0352375564465229,0.882748968322202,-0.457312469679353,0.0426317812140235,0.122705444618143,0.606290258802118,-0.190618857417792,0.420816790283027
"EIF2B5","EIF2B5","darkseagreen4",-0.5743010890627,0.00809108404442704,0.848034951783398,2.33243261801698e-06,-0.0191240090774715,0.936217279145038,0.0757392233567096,0.75096855674473,0.365294280154483,0.113248681337952,-0.845842839433808,2.63105282384881e-06,-0.66556975973536,0.00136045465821562,0.0909915665903658,0.702818966705757,0.561242356206979,0.0100312049402964,-0.385164974227859,0.0935381719568701,0.335806990212052,0.147755694122012,0.443702629214515,0.0500351074304159,-0.484219858178913,0.0305048187037935,-0.490491705546426,0.0281123809138106,-0.197870020476856,0.403020872657707,-0.406601921734749,0.0752267443917505,-0.182392608284441,0.44150553018105,-0.13199477933482,0.579081833224988,-0.000273835353604235,0.99908580894417,0.0457646589052665,0.848065606559205,-0.269520265215644,0.25049666889473,0.233841496428964,0.321060151941575,-0.232998285031723,0.32285832677894
"FAM43B","FAM43B","darkseagreen4",-0.565716095245996,0.00932806584333199,0.817329322072971,1.08530941748098e-05,0.147918554427557,0.533707626032492,-0.0874750308726731,0.713831412788307,0.309348232544548,0.184442015321621,-0.62616014291637,0.00314103914882459,-0.274640130775755,0.24125838549945,-0.0186312737791177,0.93785757724633,0.531367994649321,0.0159079856086151,-0.273568694569267,0.243173290859116,0.34331245993476,0.138351844734163,0.0715273130638501,0.76443128758989,-0.627462045297839,0.0030608234678591,-0.31904812422447,0.170342424610885,-0.0462888547826917,0.846345034119483,-0.592227149980696,0.00593719925610607,-0.522962163799209,0.0179829789317436,-0.146176805551677,0.538589451647526,-0.0819021247138345,0.731394979624037,-0.188856530150019,0.425204607322253,-0.571828498525537,0.00843273590775391,0.313448707175909,0.178388528120772,-0.160469394809101,0.499146635966688
"UBE2J2","UBE2J2","darkseagreen4",-0.559134808690006,0.0103770517683325,0.629524164925023,0.00293725707200661,0.14014954385798,0.555638917903886,-0.0924677913212179,0.698212781726747,0.438941544361662,0.0528447641409515,-0.617055269502002,0.0037523072584563,-0.395178977162945,0.0846171551709824,-0.221284008775471,0.3484565987516,0.16508914032714,0.486705509797381,-0.464667809790684,0.0389996836320382,0.466378867944413,0.0381902387232073,0.188574067195443,0.425910141621397,-0.480910211545976,0.0318300717344246,-0.0964551377924528,0.685822341288826,-0.151547814003098,0.523601579590581,-0.0917344394760439,0.700499762187534,0.0143211497592049,0.952215402020795,0.108582615590963,0.648619830988233,-0.104589210692555,0.660787024939406,-0.07843496147568,0.742387996814,-0.0561604626015706,0.8140764720814,-0.0625086482227278,0.793473367737488,-0.116239202294331,0.625531837430827
"NANOS3","NANOS3","darkseagreen4",-0.556982556784566,0.0107401618922311,0.700250172230332,0.00058624599743592,0.221122020034541,0.348818616115246,-0.191657646972048,0.418241852654268,0.142379088557444,0.549304179893507,-0.588119345551609,0.00638343450011881,-0.458823332547456,0.0418652040915171,-0.0272317222571355,0.909267200115278,0.523315956833054,0.0178914944409623,-0.235578515017796,0.317374792465959,0.310122400964587,0.183288624161428,0.0985928887806779,0.679210826312917,-0.379300727837509,0.0990719811613067,-0.510719193583285,0.0213864325447921,0.114896502265434,0.629557248092249,-0.348944055376192,0.131578229624912,-0.137303611162239,0.56377198680368,-0.350491034154922,0.129759399725736,-0.0562387526057082,0.813821634722788,0.154228132540485,0.516196048967634,-0.444640264895848,0.0494955231444722,0.26438396689055,0.25998825416386,-0.103847239623864,0.663056845041417
"SAC3D1","SAC3D1","darkseagreen4",-0.554195587245688,0.011225599866059,0.78488829633722,4.16147552691019e-05,0.134999888867225,0.570393647264704,-0.0932695698104879,0.695715273618702,0.224972158676892,0.340273347648608,-0.574678764696958,0.00803990823443373,-0.498336337202856,0.0253305485740124,-0.0149453681396529,0.950135035163423,0.395547025236418,0.0843017218722997,-0.222932010084131,0.344786007833824,0.316788734356394,0.17355859041559,0.408710613439863,0.0735818928025364,-0.456143468783262,0.0432323049417124,-0.324339399608217,0.162970741066415,0.0737067008171374,0.757456817577361,-0.313619007986247,0.17814007331239,-0.120333195711667,0.613321277920767,-0.221718303816338,0.347487100062566,-0.0992030692193339,0.67732779981336,0.114232791086711,0.631550781594527,-0.324342594928777,0.16296635695984,0.347764295357321,0.132977386625863,-0.0449204254641207,0.850838029261676
"ALDH16A1","ALDH16A1","darkseagreen4",-0.522933056690153,0.0179905221196818,0.443764324863753,0.0499994654613784,0.0559305837704223,0.814824841489131,-0.134145461222579,0.572858131564521,-0.0954567322964736,0.688917734212765,-0.307134658281959,0.187766940735567,-0.652540438239722,0.00181720189726495,0.195693567698624,0.408318535382043,-0.167465535433085,0.480366043134547,0.233402991197154,0.321994530722275,0.245976818072036,0.295846531506737,0.12054300821364,0.6126980984966,-0.0165716688797031,0.944716464555512,-0.296190132139308,0.2047991159573,0.292731454674679,0.210388182465266,0.219471685745907,0.352519261331441,0.0971125672977771,0.68378671266967,-0.240156256382983,0.307784428275501,0.33726274802865,0.145897785343881,0.280239719340771,0.231408733784046,-0.217799842016606,0.356291182041422,0.441075701380972,0.0515708233981204,0.278589212362561,0.234284406325666
"JADE2","JADE2","darkseagreen4",-0.51527577047677,0.0200646069097065,0.684377686812785,0.000873697798119207,0.430698849539553,0.057991650678326,-0.355818335273082,0.123632409566598,0.32458310898345,0.162636595305729,-0.477938522651857,0.0330580035633325,-0.175761051189087,0.458562934633181,-0.202381266497249,0.392160883002096,0.457267057104938,0.0426549890733214,-0.25054815288433,0.286672352939415,0.483238880608822,0.030893026910192,0.172534959020833,0.466981209380012,-0.637046446943579,0.00252110784793657,-0.12136066614716,0.610271957555335,0.0311901769229307,0.896142092756735,-0.44833204400219,0.0474142089100086,-0.306653608322858,0.188494817104241,-0.160941449940143,0.497868339279302,-0.118182465556752,0.61972398796313,-0.0881603403002236,0.711680928736968,-0.463137444418395,0.0397348609073848,0.229691174539321,0.329968589810882,0.0419231002092883,0.860694512047476
"BRPF3","BRPF3","darkseagreen4",-0.509434980124072,0.0217712034642701,0.746993816903465,0.000154126306079678,0.390716993366726,0.0885109455810755,-0.290962393274609,0.213285501742064,0.460869788917095,0.040843914004284,-0.480260314649214,0.0320955164157429,-0.0542607230356516,0.820265662771019,-0.28176150457973,0.228777715208526,0.614276110859633,0.00395741087500052,-0.417258554971975,0.0671881901374499,0.360278320083038,0.118663874171901,0.0636622222151874,0.789743118103584,-0.61471707935309,0.00392426125228984,-0.137132630548321,0.564262276418972,-0.107030565543093,0.653338682509234,-0.636486102149666,0.00255030811671153,-0.415732906474685,0.0682975643501929,-0.0740767351979847,0.756274408740372,-0.247076149186726,0.293624081305919,-0.199716245858225,0.398556678297951,-0.434102661577731,0.0558220836816774,0.0884208432073012,0.710864025562635,-0.152302946031398,0.52151017708785
"BRD3","BRD3","darkseagreen4",-0.505068010249077,0.0231209265136682,0.817212606329958,1.09107038333446e-05,0.0850736723655691,0.721383130783961,-0.0601279734280298,0.801185208935572,0.0629131553241058,0.792164839029875,-0.446688407171379,0.0483323785561852,-0.47338475655849,0.0350111266696758,0.163320106914887,0.491451395511033,0.666673210101385,0.00132667401706353,-0.0655924590171505,0.783511290909654,0.0517109197955677,0.82858874969431,0.140409034754389,0.554899961779372,-0.138602729003635,0.560052888009984,-0.630596985793628,0.00287463114396041,0.189364922313529,0.42393632141492,-0.550879768719492,0.0118261522099123,-0.316310237488967,0.174244995950022,-0.461880515985824,0.0403466725757806,-0.0390176577416489,0.870267825557108,0.222282097716256,0.346230856118601,-0.522544554007197,0.0180914460445637,0.541780770182273,0.0136087236565923,-0.212669570404326,0.368010031040426
"VPS37D","VPS37D","darkseagreen4",-0.484037891213334,0.0305765391211844,0.64208340252699,0.0022709183953282,0.0451802579714737,0.849984570547957,0.0230051860650456,0.923306136617712,0.326085298489441,0.160587389693368,-0.807075066078903,1.70469676453512e-05,-0.372481053486982,0.105803107618248,0.0957524851078826,0.688000302126067,0.506926276103531,0.0225387034794248,-0.293780847140527,0.208681870992263,0.537767063399141,0.0144609402381165,0.308967238500319,0.185011435363485,-0.734422078692179,0.000226684307153348,-0.319250747900548,0.170056004098767,-0.377988669660157,0.100342088182477,-0.454074430189349,0.0443111567087862,-0.406957311385267,0.0749476253599754,-0.0552922321046421,0.81690380026904,0.143193166998194,0.546999307660948,-0.251156477009149,0.285464899484122,-0.459299448775926,0.0416258542661839,0.0340678075022602,0.886616779526118,-0.0670286400151298,0.77888273607357
"FAM131B","FAM131B","darkseagreen4",-0.483546927144893,0.0307707071839565,0.799390082001228,2.35095709964063e-05,0.08927613258796,0.708184086935034,-0.0184238734911263,0.938548077798272,0.459527766821306,0.0415114516823222,-0.421081625702602,0.0644677609184904,-0.193482160376369,0.413739864352348,-0.131875608696423,0.579427538890797,0.641482562188319,0.00229962645850209,-0.43533504848253,0.0550519851705353,-0.0496507447829649,0.835326500418622,0.0728924257475003,0.760060578233192,-0.184140745372032,0.437065091980851,-0.376008073559698,0.102281750246959,-0.153151973792247,0.519163423733035,-0.523495160754316,0.0178452977179617,-0.283452489199194,0.22587707862903,-0.0450782474783081,0.850319620161559,-0.222166828302489,0.346487483877579,-0.0679860565222861,0.775801120004973,-0.24254163015835,0.302857329020125,0.0677063914120018,0.776700940832529,-0.371418397897381,0.106881064517972
"ALK","ALK","darkseagreen4",-0.476000589160716,0.0338785041551941,0.655143887416026,0.00171690791504718,0.0533359518051046,0.823282218387327,0.00739895798961402,0.97530240292841,0.401905944046616,0.0789880746271643,-0.49138671527481,0.0277833679483475,-0.181077265802991,0.444862123966054,-0.260347809124227,0.267604234107732,0.556576916505994,0.0108097384911679,-0.549106282157415,0.0121578739779787,0.0614441164026427,0.796919523687907,-0.113504646465618,0.63374066836572,-0.360911870535903,0.117969860854385,-0.34168302549969,0.140356647604762,-0.144942501482819,0.542061334311611,-0.479208625920485,0.0325287347508833,-0.307474637663994,0.187253662599379,-0.0164683910892614,0.94506050234756,-0.407733565854481,0.0743406504296164,-0.165453139970575,0.485731803836447,-0.216047445704092,0.360269679673511,-0.0881495439064239,0.711714791356763,-0.383374543443324,0.0952031033798719
"BICD2","BICD2","darkseagreen4",-0.466548654743766,0.0381106349681272,0.81351358721607,1.28795259693193e-05,-0.0580984404088836,0.807773618216743,0.126210928314308,0.595961353645592,0.499768511655692,0.024847023340807,-0.679204990847586,0.000989922618225219,-0.214035744389821,0.364868145460192,-0.0657843349776737,0.782892499991405,0.466890955609989,0.0379505404165912,-0.461013227189986,0.0407730603312424,0.312411628509521,0.179906624963012,0.214235883614117,0.364409161104543,-0.609025083019823,0.00437030063904638,-0.187674678898612,0.428160781046677,-0.365778423495019,0.11273558174381,-0.524423361571579,0.0176075421007069,-0.491841809756259,0.0276172377955741,0.120775447996891,0.612008010866214,-0.133953153746286,0.573413453093508,-0.372114997302146,0.106173541591033,-0.311634047707923,0.181050599866866,0.0485820395690769,0.8388260601764,-0.302420427818009,0.194982060547548
